region,iso3,country,year,forest_area_kha,variable_type
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2025,344.0,nat_regen_forest
Asia,GEO,Georgia,2025,3054.0,nat_regen_forest
Europe,GGY,Guernsey,2025,0.2,nat_regen_forest
Africa,GHA,Ghana,2025,6755.5,nat_regen_forest
Europe,GIB,Gibraltar,2025,0.0,nat_regen_forest
Africa,GIN,Guinea,2025,4745.86,nat_regen_forest
North and Central America,GLP,Guadeloupe,2025,75.1,nat_regen_forest
Africa,GMB,Gambia,2025,207.72,nat_regen_forest
Africa,GNB,Guinea-Bissau,2025,2099.59,nat_regen_forest
Africa,GNQ,Equatorial Guinea,2025,2406.62,nat_regen_forest
Europe,GRC,Greece,2025,4592.67,nat_regen_forest
North and Central America,GRD,Grenada,2025,17.49,nat_regen_forest
North and Central America,GRL,Greenland,2025,0.0,nat_regen_forest
North and Central America,GTM,Guatemala,2025,3227.42,nat_regen_forest
South America,GUF,French Guiana,2025,7981.15,nat_regen_forest
Oceania,GUM,Guam,2025,28.27,nat_regen_forest
South America,GUY,Guyana,2025,18377.19,nat_regen_forest
North and Central America,HND,Honduras,2025,5825.52,nat_regen_forest
Europe,HRV,Croatia,2025,1872.08,nat_regen_forest
North and Central America,HTI,Haiti,2025,372.1,nat_regen_forest
Europe,HUN,Hungary,2025,1295.68,nat_regen_forest
Asia,IDN,Indonesia,2025,90484.8,nat_regen_forest
Europe,IMN,Isle of Man,2025,0.17,nat_regen_forest
Asia,IND,India,2025,59267.38,nat_regen_forest
Europe,IRL,Ireland,2025,117.33,nat_regen_forest
Asia,IRN,Iran (Islamic Republic of),2025,9192.11,nat_regen_forest
Asia,IRQ,Iraq,2025,675.3,nat_regen_forest
Europe,ISL,Iceland,2025,12.01,nat_regen_forest
Asia,ISR,Israel,2025,50.0,nat_regen_forest
Europe,ITA,Italy,2025,8798.73,nat_regen_forest
North and Central America,JAM,Jamaica,2025,607.89,nat_regen_forest
Europe,JEY,Jersey,2025,,nat_regen_forest
Asia,JOR,Jordan,2025,40.84,nat_regen_forest
Asia,JPN,Japan,2025,14831.0,nat_regen_forest
Asia,KAZ,Kazakhstan,2025,3089.6,nat_regen_forest
Africa,KEN,Kenya,2025,3761.11,nat_regen_forest
Asia,KGZ,Kyrgyzstan,2025,1169.53,nat_regen_forest
Asia,KHM,Cambodia,2025,5736.72,nat_regen_forest
Oceania,KIR,Kiribati,2025,,nat_regen_forest
North and Central America,KNA,Saint Kitts and Nevis,2025,11.0,nat_regen_forest
Asia,KOR,Republic of Korea,2025,4019.0,nat_regen_forest
Asia,KWT,Kuwait,2025,0.0,nat_regen_forest
Asia,LAO,Lao People's Democratic Republic,2025,12658.42,nat_regen_forest
Asia,LBN,Lebanon,2025,140.98,nat_regen_forest
Africa,LBR,Liberia,2025,6126.52,nat_regen_forest
Africa,LBY,Libya,2025,133.46,nat_regen_forest
North and Central America,LCA,Saint Lucia,2025,32.84,nat_regen_forest
Europe,LIE,Liechtenstein,2025,5.98,nat_regen_forest
Asia,LKA,Sri Lanka,2025,1884.26,nat_regen_forest
Africa,LSO,Lesotho,2025,25.85,nat_regen_forest
Europe,LTU,Lithuania,2025,1626.79,nat_regen_forest
Europe,LUX,Luxembourg,2025,58.7,nat_regen_forest
Europe,LVA,Latvia,2025,2903.36,nat_regen_forest
North and Central America,MAF,Saint Martin (French Part),2025,1.24,nat_regen_forest
Africa,MAR,Morocco,2025,5108.52,nat_regen_forest
Europe,MCO,Monaco,2025,0.0,nat_regen_forest
Europe,MDA,Republic of Moldova,2025,160.7,nat_regen_forest
Africa,MDG,Madagascar,2025,9685.62,nat_regen_forest
Asia,MDV,Maldives,2025,3.72,nat_regen_forest
North and Central America,MEX,Mexico,2025,66131.38,nat_regen_forest
Oceania,MHL,Marshall Islands,2025,6.63,nat_regen_forest
Europe,MKD,North Macedonia,2025,,nat_regen_forest
Africa,MLI,Mali,2025,9951.92,nat_regen_forest
Europe,MLT,Malta,2025,0.35,nat_regen_forest
Asia,MMR,Myanmar,2025,25640.86,nat_regen_forest
Europe,MNE,Montenegro,2025,819.0,nat_regen_forest
Asia,MNG,Mongolia,2025,14170.42,nat_regen_forest
Oceania,MNP,Northern Mariana Islands,2025,24.36,nat_regen_forest
Africa,MOZ,Mozambique,2025,32158.64,nat_regen_forest
Africa,MRT,Mauritania,2025,615.47,nat_regen_forest
North and Central America,MSR,Montserrat,2025,2.42,nat_regen_forest
North and Central America,MTQ,Martinique,2025,49.97,nat_regen_forest
Africa,MUS,Mauritius,2025,20.3,nat_regen_forest
Africa,MWI,Malawi,2025,1972.67,nat_regen_forest
Asia,MYS,Malaysia,2025,16525.84,nat_regen_forest
Africa,MYT,Mayotte,2025,8.86,nat_regen_forest
Africa,NAM,Namibia,2025,8042.96,nat_regen_forest
Oceania,NCL,New Caledonia,2025,887.31,nat_regen_forest
Africa,NER,Niger,2025,857.6,nat_regen_forest
Oceania,NFK,Norfolk Island,2025,0.44,nat_regen_forest
Africa,NGA,Nigeria,2025,14472.0,nat_regen_forest
North and Central America,NIC,Nicaragua,2025,4648.8,nat_regen_forest
Oceania,NIU,Niue,2025,18.87,nat_regen_forest
Europe,NLD,Netherlands (Kingdom of the),2025,42.51,nat_regen_forest
Europe,NOR,Norway,2025,11995.53,nat_regen_forest
Asia,NPL,Nepal,2025,5896.24,nat_regen_forest
Oceania,NRU,Nauru,2025,0.0,nat_regen_forest
Oceania,NZL,New Zealand,2025,7868.61,nat_regen_forest
Asia,OMN,Oman,2025,1.57,nat_regen_forest
Asia,PAK,Pakistan,2025,3065.72,nat_regen_forest
North and Central America,PAN,Panama,2025,4539.54,nat_regen_forest
Oceania,PCN,Pitcairn,2025,,nat_regen_forest
South America,PER,Peru,2025,66968.64,nat_regen_forest
Asia,PHL,Philippines,2025,6726.53,nat_regen_forest
Oceania,PLW,Palau,2025,20.94,nat_regen_forest
Oceania,PNG,Papua New Guinea,2025,33970.43,nat_regen_forest
Europe,POL,Poland,2025,2088.9,nat_regen_forest
North and Central America,PRI,Puerto Rico,2025,436.06,nat_regen_forest
Asia,PRK,Democratic People's Republic of Korea,2025,6131.26,nat_regen_forest
Europe,PRT,Portugal,2025,874.6,nat_regen_forest
South America,PRY,Paraguay,2025,13975.7,nat_regen_forest
Asia,PSE,Palestine,2025,9.76,nat_regen_forest
Oceania,PYF,French Polynesia,2025,140.0,nat_regen_forest
Asia,QAT,Qatar,2025,1.33,nat_regen_forest
Africa,REU,Réunion,2025,71.77,nat_regen_forest
Europe,ROU,Romania,2025,6280.69,nat_regen_forest
Europe,RUS,Russian Federation,2025,811832.55,nat_regen_forest
Africa,RWA,Rwanda,2025,237.28,nat_regen_forest
Asia,SAU,Saudi Arabia,2025,2699.96,nat_regen_forest
Africa,SDN,Sudan,2025,21850.15,nat_regen_forest
Africa,SEN,Senegal,2025,8593.24,nat_regen_forest
Asia,SGP,Singapore,2025,15.8,nat_regen_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2025,2.02,nat_regen_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2025,0.0,nat_regen_forest
Oceania,SLB,Solomon Islands,2025,2488.65,nat_regen_forest
Africa,SLE,Sierra Leone,2025,2411.59,nat_regen_forest
North and Central America,SLV,El Salvador,2025,675.96,nat_regen_forest
Europe,SMR,San Marino,2025,1.0,nat_regen_forest
Africa,SOM,Somalia,2025,4825.75,nat_regen_forest
North and Central America,SPM,Saint Pierre and Miquelon,2025,1.09,nat_regen_forest
Europe,SRB,Serbia,2025,3251.12,nat_regen_forest
Africa,SSD,South Sudan,2025,6445.2,nat_regen_forest
Africa,STP,Sao Tome and Principe,2025,55.28,nat_regen_forest
South America,SUR,Suriname,2025,14660.05,nat_regen_forest
Europe,SVK,Slovakia,2025,1164.29,nat_regen_forest
Europe,SVN,Slovenia,2025,1174.03,nat_regen_forest
Europe,SWE,Sweden,2025,19235.0,nat_regen_forest
Africa,SWZ,Eswatini,2025,287.86,nat_regen_forest
North and Central America,SXM,Sint Maarten (Dutch part),2025,0.3,nat_regen_forest
Africa,SYC,Seychelles,2025,21.64,nat_regen_forest
Asia,SYR,Syrian Arab Republic,2025,232.84,nat_regen_forest
North and Central America,TCA,Turks and Caicos Islands,2025,10.52,nat_regen_forest
Africa,TCD,Chad,2025,3590.32,nat_regen_forest
Africa,TGO,Togo,2025,1128.76,nat_regen_forest
Asia,THA,Thailand,2025,16333.48,nat_regen_forest
Asia,TJK,Tajikistan,2025,307.34,nat_regen_forest
Oceania,TKL,Tokelau,2025,0.0,nat_regen_forest
Asia,TKM,Turkmenistan,2025,2180.0,nat_regen_forest
Asia,TLS,Timor-Leste,2025,1042.6,nat_regen_forest
Oceania,TON,Tonga,2025,8.23,nat_regen_forest
North and Central America,TTO,Trinidad and Tobago,2025,182.03,nat_regen_forest
Africa,TUN,Tunisia,2025,536.77,nat_regen_forest
Asia,TUR,Türkiye,2025,22050.75,nat_regen_forest
Oceania,TUV,Tuvalu,2025,1.03,nat_regen_forest
Africa,TZA,United Republic of Tanzania,2025,42846.97,nat_regen_forest
Africa,UGA,Uganda,2025,1853.34,nat_regen_forest
Europe,UKR,Ukraine,2025,5242.0,nat_regen_forest
South America,URY,Uruguay,2025,856.92,nat_regen_forest
North and Central America,USA,United States of America,2025,281472.0,nat_regen_forest
Asia,UZB,Uzbekistan,2025,1510.0,nat_regen_forest
Europe,VAT,Holy See,2025,0.0,nat_regen_forest
North and Central America,VCT,Saint Vincent and the Grenadines,2025,28.06,nat_regen_forest
South America,VEN,Venezuela (Bolivarian Republic of),2025,45978.03,nat_regen_forest
North and Central America,VGB,British Virgin Islands,2025,9.96,nat_regen_forest
North and Central America,VIR,United States Virgin Islands,2025,20.66,nat_regen_forest
Asia,VNM,Viet Nam,2025,10859.49,nat_regen_forest
Oceania,VUT,Vanuatu,2025,889.29,nat_regen_forest
Oceania,WLF,Wallis and Futuna Islands,2025,10.47,nat_regen_forest
Oceania,WSM,Samoa,2025,113.6,nat_regen_forest
Asia,YEM,Yemen,2025,384.3,nat_regen_forest
Africa,ZAF,South Africa,2025,20458.23,nat_regen_forest
Africa,ZMB,Zambia,2025,44820.45,nat_regen_forest
Africa,ZWE,Zimbabwe,2025,13445.27,nat_regen_forest
North and Central America,ABW,Aruba,1990,0.0,planted_forest
Asia,AFG,Afghanistan,1990,0.0,planted_forest
Africa,AGO,Angola,1990,0.0,planted_forest
North and Central America,AIA,Anguilla,1990,,planted_forest
Europe,ALB,Albania,1990,,planted_forest
Europe,AND,Andorra,1990,0.0,planted_forest
Asia,ARE,United Arab Emirates,1990,3.8,planted_forest
South America,ARG,Argentina,1990,0.0,planted_forest
Asia,ARM,Armenia,1990,150.63,planted_forest
Oceania,ASM,American Samoa,1990,0.0,planted_forest
North and Central America,ATG,Antigua and Barbuda,1990,0.0,planted_forest
Oceania,AUS,Australia,1990,0.0,planted_forest
Europe,AUT,Austria,1990,1477.56,planted_forest
Asia,AZE,Azerbaijan,1990,283.42,planted_forest
Africa,BDI,Burundi,1990,0.0,planted_forest
Europe,BEL,Belgium,1990,0.0,planted_forest
Africa,BEN,Benin,1990,23.92,planted_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",1990,0.0,planted_forest
Africa,BFA,Burkina Faso,1990,10.72,planted_forest
Asia,BGD,Bangladesh,1990,0.0,planted_forest
Europe,BGR,Bulgaria,1990,1032.0,planted_forest
Asia,BHR,Bahrain,1990,1.31,planted_forest
North and Central America,BHS,Bahamas,1990,0.0,planted_forest
Europe,BIH,Bosnia and Herzegovina,1990,,planted_forest
North and Central America,BLM,Saint Barthélemy,1990,0.0,planted_forest
Europe,BLR,Belarus,1990,1202.79,planted_forest
North and Central America,BLZ,Belize,1990,0.0,planted_forest
North and Central America,BMU,Bermuda,1990,,planted_forest
South America,BOL,Bolivia (Plurinational State of),1990,0.0,planted_forest
South America,BRA,Brazil,1990,0.0,planted_forest
North and Central America,BRB,Barbados,1990,0.0,planted_forest
Asia,BRN,Brunei Darussalam,1990,0.0,planted_forest
Asia,BTN,Bhutan,1990,0.0,planted_forest
Africa,BWA,Botswana,1990,0.0,planted_forest
Africa,CAF,Central African Republic,1990,0.0,planted_forest
North and Central America,CAN,Canada,1990,4621.4,planted_forest
Europe,CHE,Switzerland,1990,181.79,planted_forest
South America,CHL,Chile,1990,0.0,planted_forest
Asia,CHN,China,1990,9186.0,planted_forest
Africa,CIV,Côte d'Ivoire,1990,0.0,planted_forest
Africa,CMR,Cameroon,1990,0.0,planted_forest
Africa,COD,Democratic Republic of the Congo,1990,67.02,planted_forest
Africa,COG,Congo,1990,0.0,planted_forest
Oceania,COK,Cook Islands,1990,0.0,planted_forest
South America,COL,Colombia,1990,0.0,planted_forest
Africa,COM,Comoros,1990,0.0,planted_forest
Africa,CPV,Cabo Verde,1990,19.82,planted_forest
North and Central America,CRI,Costa Rica,1990,0.0,planted_forest
North and Central America,CUB,Cuba,1990,199.28,planted_forest
North and Central America,CUW,Curaçao,1990,0.0,planted_forest
North and Central America,CYM,Cayman Islands,1990,0.0,planted_forest
Asia,CYP,Cyprus,1990,24.34,planted_forest
Europe,CZE,Czechia,1990,2397.13,planted_forest
Europe,DEU,Germany,1990,5650.0,planted_forest
Africa,DJI,Djibouti,1990,0.0,planted_forest
North and Central America,DMA,Dominica,1990,0.0,planted_forest
Europe,DNK,Denmark,1990,,planted_forest
North and Central America,DOM,Dominican Republic,1990,15.76,planted_forest
Africa,DZA,Algeria,1990,250.75,planted_forest
South America,ECU,Ecuador,1990,0.0,planted_forest
Africa,EGY,Egypt,1990,3.38,planted_forest
Africa,ERI,Eritrea,1990,10.0,planted_forest
Africa,ESH,Western Sahara,1990,0.0,planted_forest
Europe,ESP,Spain,1990,1186.65,planted_forest
Europe,EST,Estonia,1990,189.03,planted_forest
Africa,ETH,Ethiopia,1990,,planted_forest
Europe,FIN,Finland,1990,4368.5,planted_forest
Oceania,FJI,Fiji,1990,0.0,planted_forest
South America,FLK,Falkland Islands (Malvinas),1990,0.0,planted_forest
Europe,FRA,France,1990,1528.0,planted_forest
Europe,FRO,Faroe Islands,1990,0.0,planted_forest
Oceania,FSM,Micronesia (Federated States of),1990,0.0,planted_forest
Africa,GAB,Gabon,1990,0.0,planted_forest
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1990,2434.0,planted_forest
Asia,GEO,Georgia,1990,46.51,planted_forest
Europe,GGY,Guernsey,1990,0.09,planted_forest
Africa,GHA,Ghana,1990,0.0,planted_forest
Europe,GIB,Gibraltar,1990,0.0,planted_forest
Africa,GIN,Guinea,1990,0.0,planted_forest
North and Central America,GLP,Guadeloupe,1990,0.5,planted_forest
Africa,GMB,Gambia,1990,0.0,planted_forest
Africa,GNB,Guinea-Bissau,1990,0.0,planted_forest
Africa,GNQ,Equatorial Guinea,1990,0.0,planted_forest
Europe,GRC,Greece,1990,0.0,planted_forest
North and Central America,GRD,Grenada,1990,0.0,planted_forest
North and Central America,GRL,Greenland,1990,0.0,planted_forest
North and Central America,GTM,Guatemala,1990,6.0,planted_forest
South America,GUF,French Guiana,1990,0.7,planted_forest
Oceania,GUM,Guam,1990,0.0,planted_forest
South America,GUY,Guyana,1990,0.0,planted_forest
North and Central America,HND,Honduras,1990,0.0,planted_forest
Europe,HRV,Croatia,1990,0.0,planted_forest
North and Central America,HTI,Haiti,1990,0.0,planted_forest
Europe,HUN,Hungary,1990,,planted_forest
Asia,IDN,Indonesia,1990,0.0,planted_forest
Europe,IMN,Isle of Man,1990,0.62,planted_forest
Asia,IND,India,1990,2894.76,planted_forest
Europe,IRL,Ireland,1990,0.0,planted_forest
Asia,IRN,Iran (Islamic Republic of),1990,150.51,planted_forest
Asia,IRQ,Iraq,1990,14.5,planted_forest
Europe,ISL,Iceland,1990,7.42,planted_forest
Asia,ISR,Israel,1990,66.0,planted_forest
Europe,ITA,Italy,1990,397.65,planted_forest
North and Central America,JAM,Jamaica,1990,0.0,planted_forest
Europe,JEY,Jersey,1990,,planted_forest
Asia,JOR,Jordan,1990,29.84,planted_forest
Asia,JPN,Japan,1990,10287.0,planted_forest
Asia,KAZ,Kazakhstan,1990,517.03,planted_forest
Africa,KEN,Kenya,1990,3.62,planted_forest
Asia,KGZ,Kyrgyzstan,1990,159.1,planted_forest
Asia,KHM,Cambodia,1990,0.0,planted_forest
Oceania,KIR,Kiribati,1990,,planted_forest
North and Central America,KNA,Saint Kitts and Nevis,1990,0.0,planted_forest
Asia,KOR,Republic of Korea,1990,0.0,planted_forest
Asia,KWT,Kuwait,1990,3.45,planted_forest
Asia,LAO,Lao People's Democratic Republic,1990,0.0,planted_forest
Asia,LBN,Lebanon,1990,0.34,planted_forest
Africa,LBR,Liberia,1990,0.0,planted_forest
Africa,LBY,Libya,1990,10.85,planted_forest
North and Central America,LCA,Saint Lucia,1990,0.0,planted_forest
Europe,LIE,Liechtenstein,1990,0.0,planted_forest
Asia,LKA,Sri Lanka,1990,0.0,planted_forest
Africa,LSO,Lesotho,1990,3.35,planted_forest
Europe,LTU,Lithuania,1990,410.98,planted_forest
Europe,LUX,Luxembourg,1990,28.1,planted_forest
Europe,LVA,Latvia,1990,314.4,planted_forest
North and Central America,MAF,Saint Martin (French Part),1990,0.0,planted_forest
Africa,MAR,Morocco,1990,119.56,planted_forest
Europe,MCO,Monaco,1990,0.0,planted_forest
Europe,MDA,Republic of Moldova,1990,146.4,planted_forest
Africa,MDG,Madagascar,1990,0.0,planted_forest
Asia,MDV,Maldives,1990,0.0,planted_forest
North and Central America,MEX,Mexico,1990,0.0,planted_forest
Oceania,MHL,Marshall Islands,1990,3.13,planted_forest
Europe,MKD,North Macedonia,1990,,planted_forest
Africa,MLI,Mali,1990,4.38,planted_forest
Europe,MLT,Malta,1990,0.0,planted_forest
Asia,MMR,Myanmar,1990,0.0,planted_forest
Europe,MNE,Montenegro,1990,0.0,planted_forest
Asia,MNG,Mongolia,1990,1.44,planted_forest
Oceania,MNP,Northern Mariana Islands,1990,0.0,planted_forest
Africa,MOZ,Mozambique,1990,0.0,planted_forest
Africa,MRT,Mauritania,1990,97.62,planted_forest
North and Central America,MSR,Montserrat,1990,0.0,planted_forest
North and Central America,MTQ,Martinique,1990,2.44,planted_forest
Africa,MUS,Mauritius,1990,0.0,planted_forest
Africa,MWI,Malawi,1990,0.0,planted_forest
Asia,MYS,Malaysia,1990,1836.6,planted_forest
Africa,MYT,Mayotte,1990,0.18,planted_forest
Africa,NAM,Namibia,1990,0.0,planted_forest
Oceania,NCL,New Caledonia,1990,0.0,planted_forest
Africa,NER,Niger,1990,0.0,planted_forest
Oceania,NFK,Norfolk Island,1990,0.0,planted_forest
Africa,NGA,Nigeria,1990,0.0,planted_forest
North and Central America,NIC,Nicaragua,1990,0.0,planted_forest
Oceania,NIU,Niue,1990,0.0,planted_forest
Europe,NLD,Netherlands (Kingdom of the),1990,264.38,planted_forest
Europe,NOR,Norway,1990,,planted_forest
Asia,NPL,Nepal,1990,0.0,planted_forest
Oceania,NRU,Nauru,1990,0.0,planted_forest
Oceania,NZL,New Zealand,1990,0.0,planted_forest
Asia,OMN,Oman,1990,0.03,planted_forest
Asia,PAK,Pakistan,1990,0.0,planted_forest
North and Central America,PAN,Panama,1990,0.0,planted_forest
Oceania,PCN,Pitcairn,1990,,planted_forest
South America,PER,Peru,1990,0.0,planted_forest
Asia,PHL,Philippines,1990,0.0,planted_forest
Oceania,PLW,Palau,1990,3.82,planted_forest
Oceania,PNG,Papua New Guinea,1990,0.0,planted_forest
Europe,POL,Poland,1990,,planted_forest
North and Central America,PRI,Puerto Rico,1990,0.0,planted_forest
Asia,PRK,Democratic People's Republic of Korea,1990,0.0,planted_forest
Europe,PRT,Portugal,1990,1586.22,planted_forest
South America,PRY,Paraguay,1990,0.0,planted_forest
Asia,PSE,Palestine,1990,1.1,planted_forest
Oceania,PYF,French Polynesia,1990,1.65,planted_forest
Asia,QAT,Qatar,1990,0.07,planted_forest
Africa,REU,Réunion,1990,5.38,planted_forest
Europe,ROU,Romania,1990,528.0,planted_forest
Europe,RUS,Russian Federation,1990,17018.66,planted_forest
Africa,RWA,Rwanda,1990,0.0,planted_forest
Asia,SAU,Saudi Arabia,1990,68.09,planted_forest
Africa,SDN,Sudan,1990,0.0,planted_forest
Africa,SEN,Senegal,1990,9.01,planted_forest
Asia,SGP,Singapore,1990,0.0,planted_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",1990,0.0,planted_forest
Europe,SJM,Svalbard and Jan Mayen Islands,1990,0.0,planted_forest
Oceania,SLB,Solomon Islands,1990,1.71,planted_forest
Africa,SLE,Sierra Leone,1990,0.0,planted_forest
North and Central America,SLV,El Salvador,1990,0.0,planted_forest
Europe,SMR,San Marino,1990,0.0,planted_forest
Africa,SOM,Somalia,1990,4.0,planted_forest
North and Central America,SPM,Saint Pierre and Miquelon,1990,0.0,planted_forest
Europe,SRB,Serbia,1990,39.0,planted_forest
Africa,SSD,South Sudan,1990,0.0,planted_forest
Africa,STP,Sao Tome and Principe,1990,0.0,planted_forest
South America,SUR,Suriname,1990,14.15,planted_forest
Europe,SVK,Slovakia,1990,738.79,planted_forest
Europe,SVN,Slovenia,1990,33.36,planted_forest
Europe,SWE,Sweden,1990,6228.0,planted_forest
Africa,SWZ,Eswatini,1990,0.0,planted_forest
North and Central America,SXM,Sint Maarten (Dutch part),1990,0.0,planted_forest
Africa,SYC,Seychelles,1990,0.0,planted_forest
Asia,SYR,Syrian Arab Republic,1990,218.15,planted_forest
North and Central America,TCA,Turks and Caicos Islands,1990,0.0,planted_forest
Africa,TCD,Chad,1990,10.8,planted_forest
Africa,TGO,Togo,1990,4.13,planted_forest
Asia,THA,Thailand,1990,0.0,planted_forest
Asia,TJK,Tajikistan,1990,35.01,planted_forest
Oceania,TKL,Tokelau,1990,0.0,planted_forest
Asia,TKM,Turkmenistan,1990,0.0,planted_forest
Asia,TLS,Timor-Leste,1990,0.0,planted_forest
Oceania,TON,Tonga,1990,0.0,planted_forest
North and Central America,TTO,Trinidad and Tobago,1990,27.71,planted_forest
Africa,TUN,Tunisia,1990,43.59,planted_forest
Asia,TUR,Türkiye,1990,0.0,planted_forest
Oceania,TUV,Tuvalu,1990,0.0,planted_forest
Africa,TZA,United Republic of Tanzania,1990,0.0,planted_forest
Africa,UGA,Uganda,1990,0.0,planted_forest
Europe,UKR,Ukraine,1990,4264.0,planted_forest
South America,URY,Uruguay,1990,0.0,planted_forest
North and Central America,USA,United States of America,1990,11848.0,planted_forest
Asia,UZB,Uzbekistan,1990,576.29,planted_forest
Europe,VAT,Holy See,1990,0.0,planted_forest
North and Central America,VCT,Saint Vincent and the Grenadines,1990,0.03,planted_forest
South America,VEN,Venezuela (Bolivarian Republic of),1990,0.0,planted_forest
North and Central America,VGB,British Virgin Islands,1990,0.0,planted_forest
North and Central America,VIR,United States Virgin Islands,1990,0.0,planted_forest
Asia,VNM,Viet Nam,1990,0.0,planted_forest
Oceania,VUT,Vanuatu,1990,0.0,planted_forest
