region,iso3,country,year,forest_area_kha,variable_type
North and Central America,CUB,Cuba,2010,277.78,planted_forest
North and Central America,CUW,Curaçao,2010,0.0,planted_forest
North and Central America,CYM,Cayman Islands,2010,0.0,planted_forest
Asia,CYP,Cyprus,2010,30.69,planted_forest
Europe,CZE,Czechia,2010,2431.35,planted_forest
Europe,DEU,Germany,2010,5704.5,planted_forest
Africa,DJI,Djibouti,2010,0.0,planted_forest
North and Central America,DMA,Dominica,2010,0.0,planted_forest
Europe,DNK,Denmark,2010,176.31,planted_forest
North and Central America,DOM,Dominican Republic,2010,66.17,planted_forest
Africa,DZA,Algeria,2010,263.25,planted_forest
South America,ECU,Ecuador,2010,0.0,planted_forest
Africa,EGY,Egypt,2010,3.38,planted_forest
Africa,ERI,Eritrea,2010,10.0,planted_forest
Africa,ESH,Western Sahara,2010,0.0,planted_forest
Europe,ESP,Spain,2010,1581.49,planted_forest
Europe,EST,Estonia,2010,200.18,planted_forest
Africa,ETH,Ethiopia,2010,,planted_forest
Europe,FIN,Finland,2010,6875.0,planted_forest
Oceania,FJI,Fiji,2010,0.0,planted_forest
South America,FLK,Falkland Islands (Malvinas),2010,0.0,planted_forest
Europe,FRA,France,2010,2073.0,planted_forest
Europe,FRO,Faroe Islands,2010,0.0,planted_forest
Oceania,FSM,Micronesia (Federated States of),2010,0.0,planted_forest
Africa,GAB,Gabon,2010,0.0,planted_forest
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2010,2715.0,planted_forest
Asia,GEO,Georgia,2010,46.51,planted_forest
Europe,GGY,Guernsey,2010,0.17,planted_forest
Africa,GHA,Ghana,2010,0.0,planted_forest
Europe,GIB,Gibraltar,2010,0.0,planted_forest
Africa,GIN,Guinea,2010,0.0,planted_forest
North and Central America,GLP,Guadeloupe,2010,0.5,planted_forest
Africa,GMB,Gambia,2010,0.0,planted_forest
Africa,GNB,Guinea-Bissau,2010,0.0,planted_forest
Africa,GNQ,Equatorial Guinea,2010,0.0,planted_forest
Europe,GRC,Greece,2010,0.0,planted_forest
North and Central America,GRD,Grenada,2010,0.0,planted_forest
North and Central America,GRL,Greenland,2010,0.0,planted_forest
North and Central America,GTM,Guatemala,2010,37.23,planted_forest
South America,GUF,French Guiana,2010,0.7,planted_forest
Oceania,GUM,Guam,2010,0.0,planted_forest
South America,GUY,Guyana,2010,0.0,planted_forest
North and Central America,HND,Honduras,2010,0.0,planted_forest
Europe,HRV,Croatia,2010,0.0,planted_forest
North and Central America,HTI,Haiti,2010,0.0,planted_forest
Europe,HUN,Hungary,2010,643.18,planted_forest
Asia,IDN,Indonesia,2010,0.0,planted_forest
Europe,IMN,Isle of Man,2010,0.62,planted_forest
Asia,IND,India,2010,3178.93,planted_forest
Europe,IRL,Ireland,2010,0.0,planted_forest
Asia,IRN,Iran (Islamic Republic of),2010,150.51,planted_forest
Asia,IRQ,Iraq,2010,15.3,planted_forest
Europe,ISL,Iceland,2010,37.37,planted_forest
Asia,ISR,Israel,2010,88.0,planted_forest
Europe,ITA,Italy,2010,509.73,planted_forest
North and Central America,JAM,Jamaica,2010,0.0,planted_forest
Europe,JEY,Jersey,2010,,planted_forest
Asia,JOR,Jordan,2010,29.84,planted_forest
Asia,JPN,Japan,2010,10292.0,planted_forest
Asia,KAZ,Kazakhstan,2010,444.45,planted_forest
Africa,KEN,Kenya,2010,3.62,planted_forest
Asia,KGZ,Kyrgyzstan,2010,184.76,planted_forest
Asia,KHM,Cambodia,2010,0.0,planted_forest
Oceania,KIR,Kiribati,2010,,planted_forest
North and Central America,KNA,Saint Kitts and Nevis,2010,0.0,planted_forest
Asia,KOR,Republic of Korea,2010,0.0,planted_forest
Asia,KWT,Kuwait,2010,5.39,planted_forest
Asia,LAO,Lao People's Democratic Republic,2010,0.0,planted_forest
Asia,LBN,Lebanon,2010,0.35,planted_forest
Africa,LBR,Liberia,2010,0.0,planted_forest
Africa,LBY,Libya,2010,10.52,planted_forest
North and Central America,LCA,Saint Lucia,2010,0.0,planted_forest
Europe,LIE,Liechtenstein,2010,0.0,planted_forest
Asia,LKA,Sri Lanka,2010,0.0,planted_forest
Africa,LSO,Lesotho,2010,3.35,planted_forest
Europe,LTU,Lithuania,2010,535.77,planted_forest
Europe,LUX,Luxembourg,2010,30.0,planted_forest
Europe,LVA,Latvia,2010,322.02,planted_forest
North and Central America,MAF,Saint Martin (French Part),2010,0.0,planted_forest
Africa,MAR,Morocco,2010,136.44,planted_forest
Europe,MCO,Monaco,2010,0.0,planted_forest
Europe,MDA,Republic of Moldova,2010,212.0,planted_forest
Africa,MDG,Madagascar,2010,0.0,planted_forest
Asia,MDV,Maldives,2010,0.0,planted_forest
North and Central America,MEX,Mexico,2010,5.62,planted_forest
Oceania,MHL,Marshall Islands,2010,3.13,planted_forest
Europe,MKD,North Macedonia,2010,,planted_forest
Africa,MLI,Mali,2010,233.51,planted_forest
Europe,MLT,Malta,2010,0.0,planted_forest
Asia,MMR,Myanmar,2010,0.0,planted_forest
Europe,MNE,Montenegro,2010,0.0,planted_forest
Asia,MNG,Mongolia,2010,1.42,planted_forest
Oceania,MNP,Northern Mariana Islands,2010,0.0,planted_forest
Africa,MOZ,Mozambique,2010,0.0,planted_forest
Africa,MRT,Mauritania,2010,272.48,planted_forest
North and Central America,MSR,Montserrat,2010,0.0,planted_forest
North and Central America,MTQ,Martinique,2010,2.68,planted_forest
Africa,MUS,Mauritius,2010,0.0,planted_forest
Africa,MWI,Malawi,2010,0.0,planted_forest
Asia,MYS,Malaysia,2010,1020.4,planted_forest
Africa,MYT,Mayotte,2010,0.46,planted_forest
Africa,NAM,Namibia,2010,0.0,planted_forest
Oceania,NCL,New Caledonia,2010,0.63,planted_forest
Africa,NER,Niger,2010,0.0,planted_forest
Oceania,NFK,Norfolk Island,2010,0.0,planted_forest
Africa,NGA,Nigeria,2010,0.0,planted_forest
North and Central America,NIC,Nicaragua,2010,0.0,planted_forest
Oceania,NIU,Niue,2010,0.0,planted_forest
Europe,NLD,Netherlands (Kingdom of the),2010,328.61,planted_forest
Europe,NOR,Norway,2010,0.0,planted_forest
Asia,NPL,Nepal,2010,0.0,planted_forest
Oceania,NRU,Nauru,2010,0.0,planted_forest
Oceania,NZL,New Zealand,2010,0.0,planted_forest
Asia,OMN,Oman,2010,0.03,planted_forest
Asia,PAK,Pakistan,2010,0.0,planted_forest
North and Central America,PAN,Panama,2010,0.0,planted_forest
Oceania,PCN,Pitcairn,2010,,planted_forest
South America,PER,Peru,2010,0.0,planted_forest
Asia,PHL,Philippines,2010,0.0,planted_forest
Oceania,PLW,Palau,2010,4.06,planted_forest
Oceania,PNG,Papua New Guinea,2010,0.0,planted_forest
Europe,POL,Poland,2010,,planted_forest
North and Central America,PRI,Puerto Rico,2010,0.0,planted_forest
Asia,PRK,Democratic People's Republic of Korea,2010,0.0,planted_forest
Europe,PRT,Portugal,2010,1664.18,planted_forest
South America,PRY,Paraguay,2010,0.0,planted_forest
Asia,PSE,Palestine,2010,1.21,planted_forest
Oceania,PYF,French Polynesia,2010,3.25,planted_forest
Asia,QAT,Qatar,2010,0.07,planted_forest
Africa,REU,Réunion,2010,5.38,planted_forest
Europe,ROU,Romania,2010,540.0,planted_forest
Europe,RUS,Russian Federation,2010,20243.13,planted_forest
Africa,RWA,Rwanda,2010,0.0,planted_forest
Asia,SAU,Saudi Arabia,2010,68.09,planted_forest
Africa,SDN,Sudan,2010,0.0,planted_forest
Africa,SEN,Senegal,2010,7.2,planted_forest
Asia,SGP,Singapore,2010,0.0,planted_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2010,0.0,planted_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2010,0.0,planted_forest
Oceania,SLB,Solomon Islands,2010,0.44,planted_forest
Africa,SLE,Sierra Leone,2010,0.0,planted_forest
North and Central America,SLV,El Salvador,2010,0.0,planted_forest
Europe,SMR,San Marino,2010,0.0,planted_forest
Africa,SOM,Somalia,2010,4.0,planted_forest
North and Central America,SPM,Saint Pierre and Miquelon,2010,0.0,planted_forest
Europe,SRB,Serbia,2010,161.43,planted_forest
Africa,SSD,South Sudan,2010,0.0,planted_forest
Africa,STP,Sao Tome and Principe,2010,0.0,planted_forest
South America,SUR,Suriname,2010,14.15,planted_forest
Europe,SVK,Slovakia,2010,732.41,planted_forest
Europe,SVN,Slovenia,2010,33.36,planted_forest
Europe,SWE,Sweden,2010,7252.0,planted_forest
Africa,SWZ,Eswatini,2010,0.0,planted_forest
North and Central America,SXM,Sint Maarten (Dutch part),2010,0.0,planted_forest
Africa,SYC,Seychelles,2010,0.0,planted_forest
Asia,SYR,Syrian Arab Republic,2010,279.14,planted_forest
North and Central America,TCA,Turks and Caicos Islands,2010,0.0,planted_forest
Africa,TCD,Chad,2010,16.8,planted_forest
Africa,TGO,Togo,2010,9.47,planted_forest
Asia,THA,Thailand,2010,0.0,planted_forest
Asia,TJK,Tajikistan,2010,35.18,planted_forest
Oceania,TKL,Tokelau,2010,0.0,planted_forest
Asia,TKM,Turkmenistan,2010,0.0,planted_forest
Asia,TLS,Timor-Leste,2010,0.0,planted_forest
Oceania,TON,Tonga,2010,0.0,planted_forest
North and Central America,TTO,Trinidad and Tobago,2010,27.71,planted_forest
Africa,TUN,Tunisia,2010,90.41,planted_forest
Asia,TUR,Türkiye,2010,0.0,planted_forest
Oceania,TUV,Tuvalu,2010,0.0,planted_forest
Africa,TZA,United Republic of Tanzania,2010,0.0,planted_forest
Africa,UGA,Uganda,2010,0.0,planted_forest
Europe,UKR,Ukraine,2010,4474.0,planted_forest
South America,URY,Uruguay,2010,0.0,planted_forest
North and Central America,USA,United States of America,2010,12963.0,planted_forest
Asia,UZB,Uzbekistan,2010,540.28,planted_forest
Europe,VAT,Holy See,2010,0.0,planted_forest
North and Central America,VCT,Saint Vincent and the Grenadines,2010,0.4,planted_forest
South America,VEN,Venezuela (Bolivarian Republic of),2010,0.0,planted_forest
North and Central America,VGB,British Virgin Islands,2010,0.0,planted_forest
North and Central America,VIR,United States Virgin Islands,2010,0.0,planted_forest
Asia,VNM,Viet Nam,2010,0.0,planted_forest
Oceania,VUT,Vanuatu,2010,0.0,planted_forest
Oceania,WLF,Wallis and Futuna Islands,2010,0.44,planted_forest
Oceania,WSM,Samoa,2010,18.21,planted_forest
Asia,YEM,Yemen,2010,164.7,planted_forest
Africa,ZAF,South Africa,2010,307.94,planted_forest
Africa,ZMB,Zambia,2010,4.67,planted_forest
Africa,ZWE,Zimbabwe,2010,0.0,planted_forest
North and Central America,ABW,Aruba,2015,0.0,planted_forest
Asia,AFG,Afghanistan,2015,0.0,planted_forest
Africa,AGO,Angola,2015,0.0,planted_forest
North and Central America,AIA,Anguilla,2015,,planted_forest
Europe,ALB,Albania,2015,,planted_forest
Europe,AND,Andorra,2015,0.0,planted_forest
Asia,ARE,United Arab Emirates,2015,10.25,planted_forest
South America,ARG,Argentina,2015,0.0,planted_forest
Asia,ARM,Armenia,2015,151.05,planted_forest
Oceania,ASM,American Samoa,2015,0.0,planted_forest
North and Central America,ATG,Antigua and Barbuda,2015,0.0,planted_forest
Oceania,AUS,Australia,2015,309.91,planted_forest
Europe,AUT,Austria,2015,1351.6,planted_forest
Asia,AZE,Azerbaijan,2015,301.81,planted_forest
Africa,BDI,Burundi,2015,0.0,planted_forest
Europe,BEL,Belgium,2015,0.0,planted_forest
Africa,BEN,Benin,2015,8.94,planted_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2015,0.0,planted_forest
Africa,BFA,Burkina Faso,2015,7.05,planted_forest
Asia,BGD,Bangladesh,2015,0.0,planted_forest
Europe,BGR,Bulgaria,2015,824.0,planted_forest
Asia,BHR,Bahrain,2015,1.31,planted_forest
North and Central America,BHS,Bahamas,2015,0.0,planted_forest
Europe,BIH,Bosnia and Herzegovina,2015,119.31,planted_forest
North and Central America,BLM,Saint Barthélemy,2015,0.0,planted_forest
Europe,BLR,Belarus,2015,2205.86,planted_forest
North and Central America,BLZ,Belize,2015,0.0,planted_forest
North and Central America,BMU,Bermuda,2015,,planted_forest
South America,BOL,Bolivia (Plurinational State of),2015,20.01,planted_forest
South America,BRA,Brazil,2015,0.0,planted_forest
North and Central America,BRB,Barbados,2015,0.0,planted_forest
Asia,BRN,Brunei Darussalam,2015,0.0,planted_forest
Asia,BTN,Bhutan,2015,0.0,planted_forest
Africa,BWA,Botswana,2015,0.0,planted_forest
Africa,CAF,Central African Republic,2015,0.0,planted_forest
North and Central America,CAN,Canada,2015,16265.38,planted_forest
Europe,CHE,Switzerland,2015,157.05,planted_forest
South America,CHL,Chile,2015,0.0,planted_forest
Asia,CHN,China,2015,20394.0,planted_forest
Africa,CIV,Côte d'Ivoire,2015,0.0,planted_forest
Africa,CMR,Cameroon,2015,0.0,planted_forest
Africa,COD,Democratic Republic of the Congo,2015,86.63,planted_forest
Africa,COG,Congo,2015,0.0,planted_forest
Oceania,COK,Cook Islands,2015,0.0,planted_forest
South America,COL,Colombia,2015,0.0,planted_forest
Africa,COM,Comoros,2015,0.0,planted_forest
Africa,CPV,Cabo Verde,2015,31.18,planted_forest
North and Central America,CRI,Costa Rica,2015,0.0,planted_forest
North and Central America,CUB,Cuba,2015,343.5,planted_forest
North and Central America,CUW,Curaçao,2015,0.0,planted_forest
North and Central America,CYM,Cayman Islands,2015,0.0,planted_forest
Asia,CYP,Cyprus,2015,31.15,planted_forest
Europe,CZE,Czechia,2015,2442.24,planted_forest
Europe,DEU,Germany,2015,5716.7,planted_forest
Africa,DJI,Djibouti,2015,0.06,planted_forest
North and Central America,DMA,Dominica,2015,0.0,planted_forest
Europe,DNK,Denmark,2015,192.21,planted_forest
North and Central America,DOM,Dominican Republic,2015,90.14,planted_forest
Africa,DZA,Algeria,2015,266.38,planted_forest
South America,ECU,Ecuador,2015,0.0,planted_forest
Africa,EGY,Egypt,2015,3.38,planted_forest
Africa,ERI,Eritrea,2015,10.0,planted_forest
Africa,ESH,Western Sahara,2015,0.0,planted_forest
Europe,ESP,Spain,2015,1602.85,planted_forest
Europe,EST,Estonia,2015,203.0,planted_forest
Africa,ETH,Ethiopia,2015,,planted_forest
Europe,FIN,Finland,2015,7334.47,planted_forest
Oceania,FJI,Fiji,2015,0.0,planted_forest
South America,FLK,Falkland Islands (Malvinas),2015,0.0,planted_forest
Europe,FRA,France,2015,2232.0,planted_forest
Europe,FRO,Faroe Islands,2015,0.0,planted_forest
Oceania,FSM,Micronesia (Federated States of),2015,0.0,planted_forest
Africa,GAB,Gabon,2015,0.0,planted_forest
Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2015,2811.0,planted_forest
Asia,GEO,Georgia,2015,46.51,planted_forest
Europe,GGY,Guernsey,2015,0.22,planted_forest
Africa,GHA,Ghana,2015,0.0,planted_forest
Europe,GIB,Gibraltar,2015,0.0,planted_forest
Africa,GIN,Guinea,2015,0.0,planted_forest
North and Central America,GLP,Guadeloupe,2015,0.5,planted_forest
Africa,GMB,Gambia,2015,0.0,planted_forest
Africa,GNB,Guinea-Bissau,2015,0.0,planted_forest
Africa,GNQ,Equatorial Guinea,2015,0.0,planted_forest
Europe,GRC,Greece,2015,0.0,planted_forest
North and Central America,GRD,Grenada,2015,0.0,planted_forest
North and Central America,GRL,Greenland,2015,0.0,planted_forest
North and Central America,GTM,Guatemala,2015,35.99,planted_forest
South America,GUF,French Guiana,2015,0.7,planted_forest
Oceania,GUM,Guam,2015,0.0,planted_forest
South America,GUY,Guyana,2015,0.0,planted_forest
North and Central America,HND,Honduras,2015,0.0,planted_forest
Europe,HRV,Croatia,2015,0.0,planted_forest
North and Central America,HTI,Haiti,2015,0.0,planted_forest
Europe,HUN,Hungary,2015,651.84,planted_forest
Asia,IDN,Indonesia,2015,0.0,planted_forest
Europe,IMN,Isle of Man,2015,0.62,planted_forest
Asia,IND,India,2015,3242.46,planted_forest
Europe,IRL,Ireland,2015,0.0,planted_forest
Asia,IRN,Iran (Islamic Republic of),2015,150.51,planted_forest
Asia,IRQ,Iraq,2015,15.75,planted_forest
Europe,ISL,Iceland,2015,41.65,planted_forest
Asia,ISR,Israel,2015,89.0,planted_forest
Europe,ITA,Italy,2015,491.67,planted_forest
North and Central America,JAM,Jamaica,2015,0.0,planted_forest
Europe,JEY,Jersey,2015,,planted_forest
Asia,JOR,Jordan,2015,29.84,planted_forest
Asia,JPN,Japan,2015,10218.0,planted_forest
Asia,KAZ,Kazakhstan,2015,420.84,planted_forest
Africa,KEN,Kenya,2015,3.62,planted_forest
Asia,KGZ,Kyrgyzstan,2015,196.86,planted_forest
Asia,KHM,Cambodia,2015,0.0,planted_forest
Oceania,KIR,Kiribati,2015,,planted_forest
North and Central America,KNA,Saint Kitts and Nevis,2015,0.0,planted_forest
Asia,KOR,Republic of Korea,2015,0.0,planted_forest
Asia,KWT,Kuwait,2015,6.09,planted_forest
Asia,LAO,Lao People's Democratic Republic,2015,0.0,planted_forest
Asia,LBN,Lebanon,2015,0.35,planted_forest
Africa,LBR,Liberia,2015,0.0,planted_forest
Africa,LBY,Libya,2015,10.44,planted_forest
North and Central America,LCA,Saint Lucia,2015,0.0,planted_forest
Europe,LIE,Liechtenstein,2015,0.0,planted_forest
Asia,LKA,Sri Lanka,2015,0.0,planted_forest
Africa,LSO,Lesotho,2015,3.35,planted_forest
Europe,LTU,Lithuania,2015,585.02,planted_forest
Europe,LUX,Luxembourg,2015,30.0,planted_forest
Europe,LVA,Latvia,2015,399.97,planted_forest
North and Central America,MAF,Saint Martin (French Part),2015,0.0,planted_forest
Africa,MAR,Morocco,2015,137.28,planted_forest
Europe,MCO,Monaco,2015,0.0,planted_forest
Europe,MDA,Republic of Moldova,2015,218.7,planted_forest
Africa,MDG,Madagascar,2015,0.0,planted_forest
Asia,MDV,Maldives,2015,0.0,planted_forest
North and Central America,MEX,Mexico,2015,5.45,planted_forest
Oceania,MHL,Marshall Islands,2015,3.13,planted_forest
Europe,MKD,North Macedonia,2015,,planted_forest
Africa,MLI,Mali,2015,412.73,planted_forest
Europe,MLT,Malta,2015,0.0,planted_forest
Asia,MMR,Myanmar,2015,0.0,planted_forest
Europe,MNE,Montenegro,2015,0.0,planted_forest
Asia,MNG,Mongolia,2015,1.42,planted_forest
Oceania,MNP,Northern Mariana Islands,2015,0.0,planted_forest
Africa,MOZ,Mozambique,2015,0.0,planted_forest
Africa,MRT,Mauritania,2015,316.2,planted_forest
North and Central America,MSR,Montserrat,2015,0.0,planted_forest
North and Central America,MTQ,Martinique,2015,2.7,planted_forest
Africa,MUS,Mauritius,2015,0.0,planted_forest
Africa,MWI,Malawi,2015,0.0,planted_forest
Asia,MYS,Malaysia,2015,1074.53,planted_forest
Africa,MYT,Mayotte,2015,0.51,planted_forest
Africa,NAM,Namibia,2015,0.0,planted_forest
Oceania,NCL,New Caledonia,2015,0.0,planted_forest
Africa,NER,Niger,2015,0.0,planted_forest
Oceania,NFK,Norfolk Island,2015,0.0,planted_forest
Africa,NGA,Nigeria,2015,0.0,planted_forest
North and Central America,NIC,Nicaragua,2015,0.0,planted_forest
Oceania,NIU,Niue,2015,0.0,planted_forest
Europe,NLD,Netherlands (Kingdom of the),2015,321.9,planted_forest
Europe,NOR,Norway,2015,0.0,planted_forest
Asia,NPL,Nepal,2015,0.0,planted_forest
Oceania,NRU,Nauru,2015,0.0,planted_forest
Oceania,NZL,New Zealand,2015,0.0,planted_forest
Asia,OMN,Oman,2015,0.03,planted_forest
Asia,PAK,Pakistan,2015,0.0,planted_forest
North and Central America,PAN,Panama,2015,0.0,planted_forest
Oceania,PCN,Pitcairn,2015,,planted_forest
South America,PER,Peru,2015,0.0,planted_forest
Asia,PHL,Philippines,2015,0.0,planted_forest
Oceania,PLW,Palau,2015,4.1,planted_forest
Oceania,PNG,Papua New Guinea,2015,0.0,planted_forest
Europe,POL,Poland,2015,7343.6,planted_forest
North and Central America,PRI,Puerto Rico,2015,0.0,planted_forest
Asia,PRK,Democratic People's Republic of Korea,2015,0.0,planted_forest
Europe,PRT,Portugal,2015,1681.28,planted_forest
South America,PRY,Paraguay,2015,0.0,planted_forest
Asia,PSE,Palestine,2015,1.28,planted_forest
Oceania,PYF,French Polynesia,2015,3.25,planted_forest
Asia,QAT,Qatar,2015,0.07,planted_forest
Africa,REU,Réunion,2015,5.38,planted_forest
Europe,ROU,Romania,2015,956.49,planted_forest
Europe,RUS,Russian Federation,2015,20448.62,planted_forest
Africa,RWA,Rwanda,2015,0.0,planted_forest
Asia,SAU,Saudi Arabia,2015,68.09,planted_forest
Africa,SDN,Sudan,2015,0.0,planted_forest
Africa,SEN,Senegal,2015,16.74,planted_forest
Asia,SGP,Singapore,2015,0.0,planted_forest
Africa,SHN,"Ascension, Saint Helena and Tristan da Cunha",2015,0.0,planted_forest
Europe,SJM,Svalbard and Jan Mayen Islands,2015,0.0,planted_forest
Oceania,SLB,Solomon Islands,2015,0.13,planted_forest
Africa,SLE,Sierra Leone,2015,0.0,planted_forest
North and Central America,SLV,El Salvador,2015,0.0,planted_forest
Europe,SMR,San Marino,2015,0.0,planted_forest
Africa,SOM,Somalia,2015,4.0,planted_forest
North and Central America,SPM,Saint Pierre and Miquelon,2015,0.0,planted_forest
Europe,SRB,Serbia,2015,171.47,planted_forest
Africa,SSD,South Sudan,2015,0.0,planted_forest
Africa,STP,Sao Tome and Principe,2015,0.0,planted_forest
South America,SUR,Suriname,2015,14.15,planted_forest
Europe,SVK,Slovakia,2015,738.16,planted_forest
Europe,SVN,Slovenia,2015,34.38,planted_forest
Europe,SWE,Sweden,2015,7806.0,planted_forest
Africa,SWZ,Eswatini,2015,0.0,planted_forest
North and Central America,SXM,Sint Maarten (Dutch part),2015,0.0,planted_forest
Africa,SYC,Seychelles,2015,0.0,planted_forest
Asia,SYR,Syrian Arab Republic,2015,294.43,planted_forest
North and Central America,TCA,Turks and Caicos Islands,2015,0.0,planted_forest
Africa,TCD,Chad,2015,18.3,planted_forest
Africa,TGO,Togo,2015,10.8,planted_forest
Asia,THA,Thailand,2015,0.0,planted_forest
Asia,TJK,Tajikistan,2015,36.19,planted_forest
Oceania,TKL,Tokelau,2015,0.0,planted_forest
Asia,TKM,Turkmenistan,2015,0.0,planted_forest
Asia,TLS,Timor-Leste,2015,0.0,planted_forest
Oceania,TON,Tonga,2015,0.0,planted_forest
North and Central America,TTO,Trinidad and Tobago,2015,27.71,planted_forest
Africa,TUN,Tunisia,2015,94.12,planted_forest
Asia,TUR,Türkiye,2015,0.0,planted_forest
Oceania,TUV,Tuvalu,2015,0.0,planted_forest
Africa,TZA,United Republic of Tanzania,2015,0.0,planted_forest
Africa,UGA,Uganda,2015,0.0,planted_forest
Europe,UKR,Ukraine,2015,4504.0,planted_forest
South America,URY,Uruguay,2015,0.0,planted_forest
North and Central America,USA,United States of America,2015,13220.0,planted_forest
Asia,UZB,Uzbekistan,2015,557.36,planted_forest
Europe,VAT,Holy See,2015,0.0,planted_forest
North and Central America,VCT,Saint Vincent and the Grenadines,2015,0.4,planted_forest
South America,VEN,Venezuela (Bolivarian Republic of),2015,0.0,planted_forest
North and Central America,VGB,British Virgin Islands,2015,0.0,planted_forest
North and Central America,VIR,United States Virgin Islands,2015,0.0,planted_forest
Asia,VNM,Viet Nam,2015,0.0,planted_forest
Oceania,VUT,Vanuatu,2015,0.0,planted_forest
Oceania,WLF,Wallis and Futuna Islands,2015,0.41,planted_forest
Oceania,WSM,Samoa,2015,17.96,planted_forest
Asia,YEM,Yemen,2015,164.7,planted_forest
Africa,ZAF,South Africa,2015,384.92,planted_forest
Africa,ZMB,Zambia,2015,4.58,planted_forest
Africa,ZWE,Zimbabwe,2015,0.0,planted_forest
North and Central America,ABW,Aruba,2020,0.0,planted_forest
Asia,AFG,Afghanistan,2020,0.0,planted_forest
Africa,AGO,Angola,2020,0.0,planted_forest
North and Central America,AIA,Anguilla,2020,,planted_forest
Europe,ALB,Albania,2020,,planted_forest
Europe,AND,Andorra,2020,0.0,planted_forest
Asia,ARE,United Arab Emirates,2020,11.93,planted_forest
South America,ARG,Argentina,2020,0.0,planted_forest
Asia,ARM,Armenia,2020,150.16,planted_forest
Oceania,ASM,American Samoa,2020,0.0,planted_forest
North and Central America,ATG,Antigua and Barbuda,2020,0.0,planted_forest
Oceania,AUS,Australia,2020,312.24,planted_forest
Europe,AUT,Austria,2020,1332.35,planted_forest
Asia,AZE,Azerbaijan,2020,281.13,planted_forest
Africa,BDI,Burundi,2020,0.0,planted_forest
Europe,BEL,Belgium,2020,140.28,planted_forest
Africa,BEN,Benin,2020,8.97,planted_forest
North and Central America,BES,"Bonaire, Sint Eustatius and Saba",2020,0.0,planted_forest
Africa,BFA,Burkina Faso,2020,5.25,planted_forest
Asia,BGD,Bangladesh,2020,0.0,planted_forest
Europe,BGR,Bulgaria,2020,779.0,planted_forest
Asia,BHR,Bahrain,2020,1.91,planted_forest
North and Central America,BHS,Bahamas,2020,0.0,planted_forest
Europe,BIH,Bosnia and Herzegovina,2020,113.13,planted_forest
North and Central America,BLM,Saint Barthélemy,2020,0.0,planted_forest
Europe,BLR,Belarus,2020,2225.8,planted_forest
North and Central America,BLZ,Belize,2020,0.0,planted_forest
North and Central America,BMU,Bermuda,2020,,planted_forest
South America,BOL,Bolivia (Plurinational State of),2020,36.97,planted_forest
South America,BRA,Brazil,2020,0.0,planted_forest
North and Central America,BRB,Barbados,2020,0.0,planted_forest
Asia,BRN,Brunei Darussalam,2020,0.0,planted_forest
Asia,BTN,Bhutan,2020,0.0,planted_forest
Africa,BWA,Botswana,2020,0.0,planted_forest
Africa,CAF,Central African Republic,2020,0.0,planted_forest
North and Central America,CAN,Canada,2020,18442.36,planted_forest
Europe,CHE,Switzerland,2020,158.41,planted_forest
South America,CHL,Chile,2020,0.0,planted_forest
Asia,CHN,China,2020,23613.0,planted_forest
Africa,CIV,Côte d'Ivoire,2020,0.0,planted_forest
Africa,CMR,Cameroon,2020,60.0,planted_forest
Africa,COD,Democratic Republic of the Congo,2020,103.76,planted_forest
Africa,COG,Congo,2020,0.0,planted_forest
Oceania,COK,Cook Islands,2020,0.0,planted_forest
South America,COL,Colombia,2020,0.0,planted_forest
Africa,COM,Comoros,2020,0.5,planted_forest
Africa,CPV,Cabo Verde,2020,34.28,planted_forest
North and Central America,CRI,Costa Rica,2020,0.0,planted_forest
North and Central America,CUB,Cuba,2020,307.71,planted_forest
North and Central America,CUW,Curaçao,2020,0.0,planted_forest
North and Central America,CYM,Cayman Islands,2020,0.0,planted_forest
Asia,CYP,Cyprus,2020,32.87,planted_forest
Europe,CZE,Czechia,2020,2366.98,planted_forest
Europe,DEU,Germany,2020,5728.7,planted_forest
Africa,DJI,Djibouti,2020,0.28,planted_forest
North and Central America,DMA,Dominica,2020,0.0,planted_forest
Europe,DNK,Denmark,2020,183.49,planted_forest
North and Central America,DOM,Dominican Republic,2020,125.57,planted_forest
Africa,DZA,Algeria,2020,269.51,planted_forest
South America,ECU,Ecuador,2020,0.0,planted_forest
Africa,EGY,Egypt,2020,3.38,planted_forest
Africa,ERI,Eritrea,2020,10.0,planted_forest
Africa,ESH,Western Sahara,2020,0.0,planted_forest
Europe,ESP,Spain,2020,1755.42,planted_forest
Europe,EST,Estonia,2020,225.0,planted_forest
Africa,ETH,Ethiopia,2020,,planted_forest
Europe,FIN,Finland,2020,7806.64,planted_forest
Oceania,FJI,Fiji,2020,0.0,planted_forest
South America,FLK,Falkland Islands (Malvinas),2020,0.0,planted_forest
Europe,FRA,France,2020,2294.0,planted_forest
Europe,FRO,Faroe Islands,2020,0.0,planted_forest
Oceania,FSM,Micronesia (Federated States of),2020,0.0,planted_forest
Africa,GAB,Gabon,2020,0.0,planted_forest
